score,label,label_numeric
0.42062283,live,0
0.2451894,live,0
0.43569952,live,0
0.32175905,live,0
0.4363261,live,0
0.16578873,live,0
0.64211035,live,0
0.31740934,live,0
0.43241164,live,0
0.65540826,live,0
0.2871784,live,0
0.42412296,live,0
0.3438455,live,0
0.2992641,live,0
0.30733255,live,0
0.46205372,live,0
0.25381964,live,0
0.38589153,live,0
0.38819885,live,0
0.3292647,live,0
0.25329745,live,0
0.19954652,live,0
0.19269383,live,0
0.45060351,live,0
0.12939847,live,0
0.17741564,live,0
0.36611298,live,0
0.20165682,live,0
0.22392683,live,0
0.25978568,live,0
0.1301173,live,0
0.24109028,live,0
0.18093401,live,0
0.34803528,live,0
0.42862332,live,0
0.24021612,live,0
0.282394,live,0
0.24819517,live,0
0.2677091,live,0
0.35345274,live,0
0.5017835,live,0
0.20107491,live,0
0.24398285,live,0
0.2772374,live,0
0.20256416,live,0
0.27551544,live,0
0.24590632,live,0
0.27258974,live,0
0.33355787,live,0
0.22398764,live,0
0.531445,live,0
0.5050359,live,0
0.4714051,live,0
0.55683655,live,0
0.6109161,live,0
0.4821183,live,0
0.3100721,live,0
0.4897304,live,0
0.41531885,live,0
0.36674693,live,0
0.33857167,live,0
0.5686998,live,0
0.70351684,live,0
0.46539256,live,0
0.5472426,live,0
0.43858233,live,0
0.59850127,live,0
0.29572764,live,0
0.44949672,live,0
0.5462433,live,0
0.30985397,live,0
0.23005658,live,0
0.23729728,live,0
0.3051037,live,0
0.37541348,live,0
0.44165212,live,0
0.4522835,live,0
0.28041723,live,0
0.377796,live,0
0.30388337,live,0
0.32887697,live,0
0.29037765,live,0
0.6428561,live,0
0.12632583,live,0
0.29447514,live,0
0.3007704,live,0
0.24632666,live,0
0.43729737,live,0
0.29577228,live,0
0.26115143,live,0
0.42491326,live,0
0.2949237,live,0
0.19089793,live,0
0.41814905,live,0
0.3690614,live,0
0.12296306,live,0
0.19221513,live,0
0.27681118,live,0
0.29242143,live,0
0.18912247,live,0
0.3401582,live,0
0.24500416,live,0
0.22184923,live,0
0.39368504,live,0
0.63202524,live,0
0.21126106,live,0
